CHE_name,CNES_name,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,control,state,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020
Albright College,Albright College,"1621 N. 13th St., Reading, Pennsylvania 19612-5234",City: Small,Yes,57473428.0,32416.0,11294871.00 ,6816.00 ,1718,40,151,4,Privatenot-for-profit,PA,19612,Reading,Berks County,0.0,0.0,0,0,0,0,38986.5,54082.5,,
Alcorn State University,Alcorn State University,"1000 ASU Dr Ste 359, Alcorn State, Mississippi 39096-7500",Rural: Remote,Yes,25047090.0,9430.0,16929330.00 ,7341.00 ,3069,454,225,4,Public,MS,39096,Lorman,Claiborne County,0.0,0.0,0,0,0,0,6952.0,23762.0,5910.0,1380.0
Alderson Broaddus University,Alderson Broaddus University,"101 College Hill Drive, Philippi, West Virginia 26416-2035",Town: Distant,Yes,16224817.0,19932.0,6558955.00 ,9533.00 ,836,77,79,4,Privatenot-for-profit,WV,26416,Philippi,Barbour County,0.0,0.0,0,0,0,0,27272.5,39982.0,29000.0,220.0
Alexandria Technical and Community College,Alexandria Technical & Community College,"1601 Jefferson Streeet, Alexandria, Minnesota 56308",Town: Remote,No,5158244.0,4379.0,4512863.00 ,6503.00 ,2591,0,88,2,Public,MN,56308,Alexandria,Douglas County,0.0,0.0,0,0,0,0,5437.25,18937.25,,
Alfred State College,SUNY College of Technology at Alfred,"10 Upper College Drive, Alfred, New York 14802",Town: Remote,Yes,25713635.0,8664.0,16185535.00 ,6152.00 ,3780,0,260,4,"primarilyassociate's,Public",NY,14802,Alfred,Allegany County,15048.5,8456.0,0,0,0,0,0.0,25167.25,,
Alfred University,Alfred University,"One Saxon Drive, Alfred, New York 14802-1205",Town: Remote,Yes,33140464.0,21832.0,7523784.00 ,6244.00 ,1715,667,201,4,Privatenot-for-profit,NY,14802,Alfred,Allegany County,0.0,0.0,0,0,0,0,29787.5,45550.5,37713.0,1010.0
Alice Lloyd College,Alice Lloyd College,"100 Purpose Rd, Pippa Passes, Kentucky 41844",Rural: Remote,Yes,6157228.0,10708.0,1633020.00 ,5087.00 ,575,0,41,4,Privatenot-for-profit,KY,41844,Pippa Passes,Knott County,0.0,0.0,0,0,0,0,11995.0,25252.5,,
Allan Hancock College,Allan Hancock College,"800 South College Drive, Santa Maria, California 93454-6399",City: Midsize,No,19021101.0,2775.0,785633.00 ,6547.00 ,11894,0,604,2,Public,CA,93454,Santa Maria,Santa Barbara County,6955.5,1350.5,0,0,0,0,0.0,20791.25,,
Allegany College of Maryland,Allegany College of Maryland,"12401 Willowbrook Rd SE, Cumberland, Maryland 21502-2596",City: Small,Yes,8174399.0,3534.0,5294573.00 ,5831.00 ,2584,0,217,2,Public,MD,21502,Cumberland,Allegany County,9057.5,7467.5,0,0,0,0,0.0,20098.0,,
Allegheny College,Allegheny College,"520 N Main St, Meadville, Pennsylvania 16335-3902",Town: Distant,Yes,62216730.0,35451.0,7823657.00 ,6693.00 ,1775,0,188,4,Privatenot-for-profit,PA,16335,Meadville,Crawford County,0.0,0.0,0,0,0,0,46755.0,62155.0,,
Allegheny Wesleyan College,Allegheny Wesleyan College,"2161 Woodsdale Rd, Salem, Ohio 44460-9598",Rural: Fringe,Yes,314889.0,4373.0,127500.00 ,2772.00 ,68,0,22,4,Privatenot-for-profit,OH,44460,Salem,Columbiana County,0.0,0.0,0,0,0,0,6500.0,13917.0,,
Allen County Community College,Allen County Community College,"1801 N Cottonwood, Iola, Kansas 66749",Town: Remote,Yes,3363755.0,3337.0,1208780.00 ,4070.00 ,2407,0,136,2,Public,KS,66749,Iola,Allen County,0.0,0.0,0,0,0,0,3330.5,13491.0,,
Allen University,Allen University,"1530 Harden Street, Columbia, South Carolina 29204",City: Midsize,Yes,6411081.0,9803.0,4643629.00 ,7502.00 ,754,63,59,4,Privatenot-for-profit,SC,29204,Columbia,Richland County,0.0,0.0,0,0,0,0,13215.0,23709.5,8100.0,800.0
Alma College,Alma College,"614 W Superior, Alma, Michigan 48801-1599",Town: Distant,Yes,41386718.0,29436.0,7231280.00 ,6867.00 ,1442,0,150,4,Privatenot-for-profit,MI,48801,Alma,Gratiot County,0.0,0.0,0,0,0,0,39433.5,53294.5,,
Alpena Community College,Alpena Community College,"665 Johnson St, Alpena, Michigan 49707",Rural: Fringe,Yes,4616351.0,3744.0,1427506.00 ,5044.00 ,1487,0,110,4,"primarilyassociate's,Public",MI,49707,Alpena,Alpena County,6742.5,6742.5,0,0,0,0,0.0,13663.333330000001,,
Altierus Career College -Norcross ,Altierus Career College-Norcross,"1750 Beaver Ruin Rd-Ste 500, Norcross, Georgia 30093-2813",Suburb: Large,No,2454088.0,6213.0,3135536.00 ,8208.00 ,534,0,32,2,Privatenot-for-profit,,,,,0.0,0.0,0,0,0,0,10723.0,26208.0,,
Altierus Career College-Bissonnet ,Altierus Career College-Bissonnet,"9700 Bissonnet St-Ste 1400, Houston, Texas 77036-8001",City: Large,No,1961937.0,5465.0,2115638.00 ,6716.00 ,455,0,31,2,Privatenot-for-profit,,,,,0.0,0.0,0,0,0,0,12048.25,28006.25,,
Alvernia University,Alvernia University,"400 Saint Bernardine St, Reading, Pennsylvania 19607-1799",City: Small,Yes,31227721.0,16549.0,18423275.00 ,10218.00 ,2123,608,287,4,Privatenot-for-profit,PA,19607,Reading,Berks County,0.0,0.0,0,0,0,0,34290.0,50307.5,14670.0,293.0
Alverno College,Alverno College,"3400 S 43rd St, Milwaukee, Wisconsin 53234-3922",City: Large,Yes,17738100.0,15424.0,9035924.00 ,9344.00 ,1105,639,238,4,Privatenot-for-profit,WI,53234,Milwaukee,Milwaukee County,0.0,0.0,0,0,0,0,28241.75,40964.0,9971.0,800.0
Alvin Community College,Alvin Community College,"3110 Mustang Rd, Alvin, Texas 77511-4898",Suburb: Large,No,6759735.0,4319.0,798606.00 ,3549.00 ,5797,0,493,2,Public,TX,77511,Alvin,Brazoria County,3898.5,2734.5,0,0,0,0,0.0,15571.5,,
Amarillo College,Amarillo College,"2011 S. Washington, Amarillo, Texas 79109",City: Midsize,No,16182605.0,3770.0,9173314.00 ,6520.00 ,9739,0,379,2,Public,TX,79109,Amarillo,Randall County,4672.5,3136.5,0,0,0,0,0.0,13814.25,,
America Evangelical University,America Evangelical University,"1818 South Western Avenue Suite 409, Los Angeles, California 90006-5860",City: Large,No,57976.0,5798.0,0.00 ,_,35,73,13,4,Privatenot-for-profit,CA,90006,Los Angeles,Los Angeles County,0.0,0.0,0,0,0,0,5455.0,24157.25,5400.0,250.0
American Academy McAllister Institute of Funeral Service,American Academy McAllister Institute of Funeral Service,"619 West 54th Street - 2nd Floor, New York, New York 10019",City: Large,No,667552.0,2941.0,1308151.00 ,4317.00 ,460,0,28,2,Privatenot-for-profit,NY,10019,New York,New York County,0.0,0.0,0,0,0,0,17128.25,28653.25,,
American Academy of Art,American Academy of Art,"332 S Michigan Ave, Chicago, Illinois 60604-4302",City: Large,No,1465565.0,8621.0,1487960.00 ,7750.00 ,205,0,21,4,Privatenot-for-profit,IL,60604,Chicago,Cook County,0.0,0.0,0,0,0,0,33745.0,44499.0,,
American Academy of Dramatic Arts -Los Angeles,American Academy of Dramatic Arts-Los Angeles,"1336 North La Brea Avenue, Los Angeles, California 90028",City: Large,Yes,2774862.0,10551.0,770378.00 ,5707.00 ,251,0,46,2,Privatenot-for-profit,CA,90028,Los Angeles,Los Angeles County,0.0,0.0,0,0,0,0,34677.5,49790.0,,
American Academy of Dramatic Arts -New York,American Academy of Dramatic Arts-New York,"120 Madison Ave, New York, New York 10016",City: Large,Yes,3585931.0,13635.0,1027571.00 ,6228.00 ,276,0,29,2,Privatenot-for-profit,NY,10016,New York,New York County,0.0,0.0,0,0,0,0,34677.5,57537.0,,
American Baptist College,American Baptist College,"1800 Baptist World Ctr Dr, Nashville, Tennessee 37207-9980",City: Large,Yes,483203.0,5752.0,401949.00 ,4369.00 ,99,0,17,4,Privatenot-for-profit,TN,37207,Nashville,Davidson County,0.0,0.0,0,0,0,0,10674.0,25244.0,,
American International College,American International College,"1000 State Street, Springfield, Massachusetts 01109",City: Midsize,Yes,32184986.0,25243.0,7987953.00 ,7383.00 ,1341,1550,424,4,Privatenot-for-profit,MA,1109,Springfield,Hampden County,0.0,0.0,0,0,0,0,35055.0,51877.5,11579.0,60.0
American Musical and Dramatic Academy,American Musical and Dramatic Academy,"211 West 61st Street, New York, New York 10023",City: Large,Yes,22031211.0,14186.0,9092987.00 ,7411.00 ,1773,0,394,4,"primarilyassociate's,Privatenot-for-profit",NY,10023,New York,New York County,0.0,0.0,0,0,0,0,38003.5,55566.0,,
American River College,American River College,"4700 College Oak Dr, Sacramento, California 95841-4286",Suburb: Large,No,41709087.0,2497.0,6380168.00 ,6639.00 ,31265,0,1001,2,Public,CA,95841,Sacramento,Sacramento County,8388.0,1104.0,0,0,0,0,0.0,20254.5,,
American University,American University,"4400 Massachusetts Ave NW, Washington, District of Columbia 20016-8001",City: Large,Yes,119130042.0,27386.0,21231960.00 ,6221.00 ,8527,5791,1616,4,Privatenot-for-profit,DC,20016,Washington,District of Columbia,0.0,0.0,0,0,0,0,47454.0,65117.0,30351.0,762.0
Amherst College,Amherst College,"Boltwood Avenue, Amherst, Massachusetts 01002-5000",Suburb: Large,Yes,58883292.0,53192.0,1525231.00 ,5241.00 ,1839,0,282,4,Privatenot-for-profit,MA,1002,Amherst,Hampshire County,0.0,0.0,0,0,0,0,55463.0,72750.5,,
Amridge University,Amridge University,All programs offered completely via Distance education,City: Midsize,No,1416536.0,5490.0,2133386.00 ,8672.00 ,365,468,30,4,Privatenot-for-profit,,None,,,0.0,0.0,0,0,0,0,6982.5,19532.5,11700.0,1300.0
Ancilla College,Ancilla College,"9601 S. Union Road, Donaldson, Indiana 46513-0001",Rural: Distant,Yes,1089990.0,2978.0,863008.00 ,3028.00 ,386,0,39,2,Privatenot-for-profit,IN,46513,Donaldson,Starke County,0.0,0.0,0,0,0,0,16727.5,28649.5,,
Anderson University ,Anderson University,"1100 E 5th St, Anderson, Indiana 46012-3495",City: Small,Yes,27299226.0,18892.0,7040558.00 ,6882.00 ,1311,256,197,4,Privatenot-for-profit,IN,46012,Anderson,Madison County,0.0,0.0,0,0,0,0,30010.0,43815.0,9808.0,300.0
Anderson University ,Anderson University,"316 Boulevard, Anderson, South Carolina 29621-4035",City: Small,Yes,46995966.0,18686.0,11161930.00 ,6827.00 ,2893,650,437,4,Privatenot-for-profit,SC,29621,Anderson,Anderson County,0.0,0.0,0,0,0,0,27520.0,42474.5,9651.0,1100.0
Andrew College,Andrew College,"501College St, Cuthbert, Georgia 39840-5550",Town: Distant,Yes,3285712.0,12589.0,1441583.00 ,6583.00 ,289,0,36,4,"primarilyassociate's,Privatenot-for-profit",GA,39840,Cuthbert,Randolph County,0.0,0.0,0,0,0,0,17112.75,32563.25,,
Andrews University,Andrews University,"4150 Administration Drive, Room 136, Berrien Springs, Michigan 49104",Town: Fringe,Yes,27193744.0,18524.0,5279815.00 ,7415.00 ,1693,1697,317,4,Privatenot-for-profit,MI,49104,Berrien Springs,Berrien County,0.0,0.0,0,0,0,0,28891.5,40141.0,27216.0,948.0
Angelina College,Angelina College,"3500 South First, Lufkin, Texas 75902-1768",Town: Remote,Yes,4727196.0,2264.0,0.00 ,_,4672,0,321,2,Public,TX,75902,Lufkin,Angelina County,5437.5,4080.0,0,0,0,0,0.0,12826.75,,
Angelo State University,Angelo State University,"2601 W. Avenue N, San Angelo, Texas 76909",City: Midsize,Yes,34884608.0,6519.0,18751529.00 ,6253.00 ,8981,1587,439,4,Public,TX,76909,San Angelo,Tom Green County,17290.25,7330.25,4059,11655,2800,2800,0.0,20445.75,,
Anna Maria College,Anna Maria College,"50 Sunset Lane, Paxton, Massachusetts 01612-1198",Rural: Fringe,Yes,23341717.0,22000.0,5729309.00 ,6678.00 ,1109,332,233,4,Privatenot-for-profit,MA,1612,Paxton,Worcester County,0.0,0.0,0,0,0,0,37432.5,53485.0,10530.0,0.0
Anne Arundel Community College,Anne Arundel Community College,"101 College Pky, Arnold, Maryland 21012-1895",Suburb: Large,No,12098179.0,3271.0,5682550.00 ,4820.00 ,12655,0,1202,2,Public,MD,21012,Arnold,Anne Arundel County,12700.0,7847.5,0,0,0,0,0.0,21511.5,,
Anoka Technical College,Anoka Technical College,"1355 Highway 10 West, Anoka, Minnesota 55303",Suburb: Large,No,3618875.0,3846.0,4760693.00 ,6566.00 ,1838,0,92,2,Public,MN,55303,Anoka,Anoka County,0.0,0.0,0,0,0,0,5609.0,21252.5,,
Anoka-Ramsey Community College,Anoka-Ramsey Community College,"11200 Mississippi Blvd NW, Coon Rapids, Minnesota 55433-3470",Suburb: Large,No,15701977.0,3977.0,11287124.00 ,5827.00 ,8804,0,261,2,Public,MN,55433,Minneapolis,Anoka County,0.0,0.0,0,0,0,0,5079.5,20723.25,,
Antelope Valley College,Antelope Valley College,"3041 West Ave K, Lancaster, California 93536-5426",Suburb: Large,No,35928716.0,3272.0,5948034.00 ,5913.00 ,13909,0,853,4,"primarilyassociate's,Public",CA,93536,Lancaster,Los Angeles County,6392.0,1124.0,0,0,0,0,0.0,17986.5,,
Antioch College,Antioch College,"1 Morgan Pl, Yellow Springs, Ohio 45387",Town: Fringe,Yes,3083214.0,30228.0,407654.00 ,5435.00 ,95,0,22,4,Privatenot-for-profit,OH,45387,Yellow Springs,Greene County,0.0,0.0,0,0,0,0,35961.75,51842.75,,
Appalachian Bible College,Appalachian Bible College,"161 College Drive, Mount Hope, West Virginia 25880-9557",Rural: Fringe,Yes,1855065.0,11594.0,309378.00 ,5334.00 ,225,2,38,4,Privatenot-for-profit,WV,25880,Mount Hope,Raleigh County,0.0,0.0,0,0,0,0,14543.0,25869.5,1350.0,0.0
Appalachian State University,Appalachian State University,"287 Rivers St, Boone, North Carolina 28608",Town: Distant,Yes,65751236.0,8114.0,50265031.00 ,6103.00 ,17518,1762,1438,4,Public,NC,28608,Boone,Watauga County,22037.0,7302.75,4839,18271,3137,3137,0.0,19215.5,,
Aquinas College ,Aquinas College,"1700 Fulton St. E, Grand Rapids, Michigan 49506-1801",City: Midsize,Yes,28986776.0,20794.0,5020325.00 ,6183.00 ,1456,144,194,4,Privatenot-for-profit,MI,49506,Grand Rapids,Kent County,0.0,0.0,0,0,0,0,31933.5,43794.0,10674.0,120.0
Arapahoe Community College,Arapahoe Community College,"5900 S. Santa Fe Dr., Littleton, Colorado 80160-9002",Suburb: Large,No,11106325.0,6394.0,9061059.00 ,5888.00 ,12759,0,532,4,"primarilyassociate's,Public",CO,80160,Littleton,Arapahoe County,14537.25,3752.25,0,0,0,0,0.0,21838.75,,
Arcadia University,Arcadia University,"450 S Easton Rd, Glenside, Pennsylvania 19038-3295",Suburb: Large,Yes,54134023.0,28268.0,10398234.00 ,6886.00 ,2149,1314,692,4,Privatenot-for-profit,PA,19038,Glenside,Montgomery County,0.0,0.0,0,0,0,0,42817.5,59157.5,28683.0,239.0
Arizona Christian University,Arizona Christian University,"1 W. Firestorm Way, Glendale, Arizona 85306-3216",Suburb: Large,Yes,9463181.0,15488.0,4442515.00 ,10051.00 ,870,0,129,4,Privatenot-for-profit,AZ,85306,Glendale,Maricopa County,0.0,0.0,0,0,0,0,25885.0,41657.5,,
Arizona State University-Downtown Phoenix,Arizona State University-Downtown Phoenix,"411 N Central Ave, Phoenix, Arizona 85004",City: Large,Yes,74344880.0,10651.0,24655998.00 ,6446.00 ,8513,2907,1123,4,Public,AZ,85004,Phoenix,Maricopa County,27901.5,10830.5,11720,26160,888,888,0.0,29549.25,,
Arizona State University-Polytechnic,Arizona State University-Polytechnic,"7001 E Williams Field Road, Mesa, Arizona 85212",City: Large,Yes,31051443.0,9610.0,12855790.00 ,6945.00 ,4611,632,311,4,Public,AZ,85212,Mesa,Maricopa County,25835.75,10073.75,11720,23544,888,888,0.0,26622.0,,
Arizona State University-Skysong,Arizona State University-Skysong,"1475 N Scottsdale Rd, Scottsdale, Arizona 85257",City: Large,Yes,111462404.0,5907.0,119721899.00 ,7746.00 ,34540,10533,1334,4,Public,AZ,85257,Scottsdale,Maricopa County,17892.5,9926.75,0,0,0,0,0.0,26893.75,6384.0,208.0
Arizona State University-West,Arizona State University-West,"4701 W Thunderbird Road, Glendale, Arizona 85306",City: Large,Yes,29862623.0,9312.0,11561631.00 ,6652.00 ,4601,328,385,4,Public,AZ,85306,Glendale,Maricopa County,25835.75,10073.75,11720,23544,888,888,0.0,25994.5,,
Arizona Western College,Arizona Western College,"2020 S. Avenue 8E, Yuma, Arizona 85365-8834",City: Small,Yes,15469958.0,4174.0,483943.00 ,3967.00 ,7500,0,402,2,Public,AZ,85365,Yuma,Yuma County,9680.0,2690.0,0,0,0,0,0.0,17147.75,,
Arkansas Baptist College,Arkansas Baptist College,"1600 Dr. Martin Luther King Jr. Drive, Little Rock, Arkansas 72202-6068",City: Midsize,Yes,3032908.0,5777.0,2767326.00 ,6304.00 ,531,0,34,4,Privatenot-for-profit,AR,72202,Little Rock,Pulaski County,0.0,0.0,0,0,0,0,8760.0,23060.0,,
Arkansas Northeastern College,Arkansas Northeastern College,"2501 S Division, Blytheville, Arkansas 72316-1109",Rural: Fringe,No,4318397.0,3430.0,0.00 ,_,1562,0,59,2,Public,AR,72316,Blytheville,Mississippi County,3970.0,2570.0,0,0,0,0,0.0,15692.5,,
Arkansas Northeastern College,Arkansas Northeastern College,"2501 S Division, Blytheville, Arkansas 72316-1109",Rural: Fringe,No,4318397.0,3430.0,0.00 ,_,1562,0,59,2,Public,AR,72316,Blytheville,Mississippi County,3970.0,2570.0,0,0,0,0,0.0,15692.5,,
Arkansas State University -Beebe,Arkansas State University-Beebe,"1000 Iowa Street, Beebe, Arkansas 72012-1000",Town: Fringe,Yes,8123555.0,4333.0,2587329.00 ,5313.00 ,3317,0,190,2,Public,AR,72012,Beebe,White County,5143.5,3214.5,0,0,0,0,0.0,14523.0,,
Arkansas State University -Jonesboro,Arkansas State University-Main Campus,"2105 E. Aggie Road, Jonesboro, Arkansas 72401",City: Small,Yes,66966924.0,9534.0,33417709.00 ,7150.00 ,8928,4428,740,4,Public,AR,72401,Jonesboro,Craighead County,15048.75,8546.25,4986,9972,1436,1436,0.0,22995.75,,
Arkansas State University -Mountain Home,Arkansas State University-Mountain Home,"1600 South College Street, Mountain Home, Arkansas 72653",Rural: Fringe,No,4658372.0,4026.0,1606543.00 ,6062.00 ,1325,0,83,2,Public,AR,72653,Mountain Home,Baxter County,4434.0,2844.0,0,0,0,0,0.0,21508.0,,
Arkansas State University Mid-South,Arkansas State University Mid-South,"2000 W. Broadway, West Memphis, Arkansas 72301-3829",Suburb: Large,No,3169854.0,5494.0,0.00 ,_,1330,0,103,2,Public,AR,72301,West Memphis,Crittenden County,3739.5,3019.5,0,0,0,0,0.0,18256.5,,
Arkansas State University-Newport,Arkansas State University-Newport,"7648 Victory Blvd, Newport, Arkansas 72112",Rural: Distant,No,5474638.0,4491.0,1986650.00 ,5369.00 ,2269,0,158,2,Public,AR,72112,Newport,Jackson County,4214.5,2780.5,0,0,0,0,0.0,19080.0,,
Arkansas Tech University,Arkansas Tech University,"Administration Bldg 200; 1509 N Boulder Ave, Russellville, Arkansas 72801-2222",Town: Remote,Yes,52086976.0,7086.0,27310532.00 ,6750.00 ,11015,814,616,4,"primarilyassociate's,Public",,None,,,12580.5,7162.5,5256,10512,1481,1481,0.0,18832.5,,
Arlington Baptist University,Arlington Baptist University,"3001 W Division, Arlington, Texas 76012-3425",City: Large,Yes,688956.0,5341.0,931667.00 ,7167.00 ,145,4,28,4,Privatenot-for-profit,TX,76012,Arlington,Tarrant County,0.0,0.0,0,0,0,0,13290.0,24212.25,7650.0,620.0
Art Academy of Cincinnati,Art Academy of Cincinnati,"1212 Jackson Street, Cincinnati, Ohio 45202-1706",City: Large,Yes,3119380.0,16247.0,1156508.00 ,7095.00 ,212,7,64,4,Privatenot-for-profit,OH,45202,Cincinnati,Hamilton County,0.0,0.0,0,0,0,0,32206.75,45731.75,10945.0,0.0
Art Center College of Design,Art Center College of Design,"1700 Lida St, Pasadena, California 91103",City: Midsize,No,21602084.0,15919.0,7390521.00 ,8285.00 ,2062,273,527,4,Privatenot-for-profit,CA,91103,Pasadena,Los Angeles County,0.0,0.0,0,0,0,0,42738.0,66760.0,46788.0,660.0
Asbury University,Asbury University,"1 Macklem Dr, Wilmore, Kentucky 40390-1198",Town: Fringe,Yes,21899225.0,14767.0,6007417.00 ,5799.00 ,1724,216,192,4,Privatenot-for-profit,KY,40390,Wilmore,Jessamine County,0.0,0.0,0,0,0,0,29820.0,41082.75,9990.0,0.0
Asheville-Buncombe Technical Community College,Asheville-Buncombe Technical Community College,"340 Victoria Rd, Asheville, North Carolina 28801-4897",City: Small,No,9912555.0,3141.0,4962459.00 ,6661.00 ,7003,0,631,2,Public,NC,28801,Asheville,Buncombe County,8747.25,2603.25,0,0,0,0,0.0,16855.25,,
Ashland Community and Technical College,Ashland Community and Technical College,"1400 College Drive, Ashland, Kentucky 41101-3683",City: Small,No,8944806.0,4101.0,4645956.00 ,5466.00 ,2598,0,151,2,Public,KY,41101,Ashland,Boyd County,14076.0,4158.0,0,0,0,0,0.0,14983.0,,
Ashland University,Ashland University,"401 College Avenue, Ashland, Ohio 44805",Town: Fringe,Yes,28981659.0,12147.0,14806431.00 ,7188.00 ,3653,1438,551,4,Privatenot-for-profit,OH,44805,Ashland,Ashland County,0.0,0.0,0,0,0,0,21103.5,34519.0,6540.0,0.0
Asnuntuck Community College,Asnuntuck Community College,"170 Elm St, Enfield, Connecticut 06082",Suburb: Large,No,3507757.0,4401.0,1576064.00 ,4956.00 ,1600,0,157,2,Public,CT,6082,Enfield,Hartford County,13048.0,4396.0,0,0,0,0,0.0,19708.5,,
Associated Beth Rivkah Schools,Associated Beth Rivkah Schools,"310 Crown Street, Brooklyn, New York 11225-0000",City: Large,No,1024616.0,6741.0,0.00 ,_,192,0,42,4,"primarilyassociate's,Privatenot-for-profit",NY,11225,Brooklyn,Kings County,0.0,0.0,0,0,0,0,7650.0,25672.0,,
Assumption College,Assumption College,"500 Salisbury St, Worcester, Massachusetts 01609-1296",City: Midsize,Yes,45078393.0,23701.0,9138848.00 ,6589.00 ,2048,395,288,4,Privatenot-for-profit,MA,1609,Worcester,Worcester County,0.0,0.0,0,0,0,0,39783.0,55000.25,12690.0,140.0
Athens Technical College,Athens Technical College,"800 U.S. Hwy 29 North, Athens, Georgia 30601",City: Midsize,No,12506248.0,3608.0,0.00 ,_,4756,0,357,2,Public,GA,30601,Athens,Clarke County,4929.0,2795.0,0,0,0,0,0.0,14064.5,,
Atlanta Metropolitan State College,Atlanta Metropolitan State College,"1630 Metropolitan Parkway, SW, Atlanta, Georgia 30310-4448",City: Large,No,7166671.0,4410.0,2415420.00 ,4143.00 ,1844,0,83,4,"primarilyassociate's,Public",GA,30310,Atlanta,Fulton County,9869.75,3396.75,0,0,0,0,0.0,14321.75,,
Atlanta Technical College,Atlanta Technical College,"1560 Metropolitan Pkwy SW, Atlanta, Georgia 30310-4446",City: Large,No,22375772.0,7759.0,11444417.00 ,6274.00 ,3797,0,294,2,Public,GA,30310,Atlanta,Fulton County,5071.0,2869.0,0,0,0,0,0.0,10769.0,,
Atlantic Cape Community College,Atlantic Cape Community College,"5100 Black Horse Pike, Mays Landing, New Jersey 08330-2699",Rural: Fringe,No,13178507.0,4616.0,3597507.00 ,5338.00 ,5048,0,393,2,Public,NJ,8330,Mays Landing,Atlantic County,7903.5,6373.5,0,0,0,0,0.0,31203.5,,
Auburn University,Auburn University,", Auburn, Alabama 36849",City: Small,Yes,117530282.0,9201.0,47711847.00 ,6347.00 ,24594,5866,1916,4,Public,AL,36849,Auburn University,Lee County,30032.0,11108.0,9828,29484,1676,1676,0.0,31381.5,,
Augsburg University,Augsburg University,"2211 Riverside Ave, Minneapolis, Minnesota 55454",City: Large,Yes,53701873.0,24782.0,12285248.00 ,6684.00 ,2512,913,402,4,Privatenot-for-profit,MN,55454,Minneapolis,Hennepin County,0.0,0.0,0,0,0,0,38192.5,51993.5,13006.0,0.0
Augusta Technical College,Augusta Technical College,"3200 Augusta Tech Drive, Augusta, Georgia 30906",City: Midsize,No,17480780.0,5402.0,0.00 ,_,4237,0,247,2,Public,GA,30906,Augusta,Richmond County,5393.5,3058.0,0,0,0,0,0.0,22734.75,,
Augusta University,Augusta University,"1120 15th St, Augusta, Georgia 30912",City: Midsize,Yes,33072749.0,7780.0,17304677.00 ,6580.00 ,5604,3046,1577,4,Public,GA,30912,Augusta,Richmond County,23490.5,8580.5,5504,18772,1940,1940,0.0,23710.25,,
Augustana College ,Augustana College,"639 38th St, Rock Island, Illinois 61201-2296",City: Small,Yes,71907811.0,28411.0,11230211.00 ,6610.00 ,2546,0,264,4,Privatenot-for-profit,IL,61201,Rock Island,Rock Island County,0.0,0.0,0,0,0,0,41568.5,54221.75,,
Augustana University ,Augustana University,"2001 S Summit Ave, Sioux Falls, South Dakota 57197-0001",City: Midsize,Yes,35665557.0,20857.0,8069691.00 ,7542.00 ,1818,295,192,4,Privatenot-for-profit,SD,57197,Sioux Falls,Minnehaha County,0.0,0.0,0,0,0,0,32470.5,45352.0,34000.0,530.0
Aultman College of Nursing and Health Sciences,Aultman College of Nursing and Health Sciences,"2600 6th St SW, Canton, Ohio 44710-1797",City: Small,No,1511373.0,6543.0,1528442.00 ,6617.00 ,305,0,52,4,"primarilyassociate's,Privatenot-for-profit",OH,44710,Canton,Stark County,0.0,0.0,0,0,0,0,18207.5,29396.0,,
Aurora University,Aurora University,"347 S Gladstone Ave, Aurora, Illinois 60506-4892",Suburb: Large,Yes,51102393.0,13936.0,18858612.00 ,7237.00 ,4104,2142,520,4,Privatenot-for-profit,IL,60506,Aurora,Kane County,0.0,0.0,0,0,0,0,23917.5,37472.0,12600.0,0.0
Austin College,Austin College,"900 N Grand Ave, Sherman, Texas 75090-4400",City: Small,Yes,39209184.0,30776.0,4445154.00 ,6414.00 ,1294,20,114,4,Privatenot-for-profit,TX,75090,Sherman,Grayson County,0.0,0.0,0,0,0,0,39307.5,54381.25,47980.0,185.0
Austin Community College,Austin Community College District,"5930 Middle Fiskville Rd, Austin, Texas 78752",City: Large,No,57716323.0,5956.0,89735636.00 ,7499.00 ,41056,0,1741,4,"primarilyassociate's,Public",TX,78752,Austin,Travis County,13065.0,10875.0,0,0,0,0,0.0,17638.0,,
Austin Peay State University,Austin Peay State University,"601 College St, Clarksville, Tennessee 37044",City: Midsize,Yes,69431266.0,7888.0,31431329.00 ,6663.00 ,9971,1077,704,4,Public,TN,37044,Clarksville,Montgomery County,20832.0,8016.0,0,0,0,0,0.0,25092.5,,
Ave Maria University,Ave Maria University,"5050 Ave Maria Blvd, Ave Maria, Florida 34142-9505",Rural: Distant,Yes,18104895.0,17064.0,3504902.00 ,6203.00 ,1129,48,102,4,Privatenot-for-profit,FL,34142,Immokalee,Collier County,0.0,0.0,0,0,0,0,20450.5,35691.5,14182.0,334.0
Averett University,Averett University,"420 W Main St, Danville, Virginia 24541",Town: Distant,Yes,22973591.0,24518.0,4932024.00 ,6765.00 ,894,0,89,4,Privatenot-for-profit,VA,24541,Danville,Danville city,0.0,0.0,0,0,0,0,33862.5,47073.5,,
