Name,Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng
Great Lakes Christian College,Private,MI,TBD,149.0,408,42.7543252,-84.63850029999999
Green Mountain College,Private,VT,Other,701.0,150,43.5167448,-73.2442058
Green River College,Public,WA,Primarily online,8471.0,717,47.3130847,-122.1798216
Greenfield Community College,Public,MA,TBD,1822.0,571,42.5997112,-72.6309746
Greensboro College,Private,NC,Primarily in person,1026.0,995,36.0710001,-79.8002632
Greenville Technical College,Public,SC,Primarily in person,10864.0,2044,34.8264052,-82.3711699
Greenville U.,Private,IL,TBD,1132.0,323,38.894586,-89.40843339999999
Grinnell College,Private,IA,Primarily online,1716.0,785,41.749223,-92.7201302
Grossmont College,Public,CA,Primarily online,17835.0,905,32.8166735,-117.0065725
Guilford College,Private,NC,Primarily in person,1576.0,995,36.0917988,-79.88873989999999
Guilford Technical Community College,Public,NC,Primarily in person,10520.0,995,35.9980208,-79.91914799999999
Gulf Coast State College,Public,FL,TBD,5644.0,2013,30.1852849,-85.7287817
Gupton Jones College of Funeral Service,Private,GA,TBD,200.0,1679,33.7106424,-84.1798733
Gustavus Adolphus College,Private,MN,Primarily in person,2241.0,909,44.3221619,-93.9687771
Gwinnett Technical College,Public,GA,TBD,9124.0,1971,33.9627934,-84.06757089999999
Gwynedd Mercy U.,Private,PA,Primarily online,3056.0,1198,40.1979262,-75.2368884
"HACC, Central Pennsylvania's Community College",Public,PA,Fully online,18081.0,968,40.2943397,-76.88449609999999
Hacienda La Puente Adult Education,Public,CA,Primarily in person,903.0,1903,34.0435077,-117.9788517
Hagerstown Community College,Public,MD,TBD,4156.0,653,39.6300671,-77.6671017
Halifax Community College,Public,NC,TBD,996.0,1235,36.428299,-77.6178194
Hallmark U.,Private,TX,TBD,815.0,2136,40.5992419,-73.95492279999999
Hamilton College (N.Y.),Private,NY,Hybrid,2005.0,904,43.0527984,-75.4059719
Hamline U.,Private,MN,Primarily in person,3526.0,1267,44.9656861,-93.1650999
Hampden-Sydney College,Private,VA,Fully in person,1072.0,1529,37.2412293,-78.46274489999999
Hampshire College,Private,MA,Hybrid,1191.0,705,42.3256097,-72.5312799
Hampton U.,Private,VA,Hybrid,4321.0,773,37.0228392,-76.3343603
Hannibal-La Grange U.,Private,MO,Primarily in person,890.0,523,39.7293659,-91.3917209
Hanover College,Private,IN,Primarily in person,1104.0,462,38.7192502,-85.4623681
Harcum College,Private,PA,Hybrid,1343.0,1198,40.02090889999999,-75.3120975
Hardin-Simmons U.,Private,TX,TBD,2344.0,790,32.4768502,-99.7340564
Harding U.,Private,AR,Hybrid,5121.0,333,35.245152,-91.7235465
Harford Community College,Public,MD,Primarily online,5865.0,724,39.5601692,-76.2845403
Harper College,Public,IL,Primarily online,13530.0,2043,42.08132,-88.07299019999999
Harris-Stowe State U.,Public,MO,Primarily in person,1716.0,1462,38.631924,-90.224919
Harrisburg U. of Science and Technology,Private,PA,TBD,4803.0,968,40.2621191,-76.8802144
Hartnell College,Public,CA,Primarily online,12521.0,1048,36.6741645,-121.6676283
Hartwick College,Private,NY,Hybrid,1176.0,186,42.4586674,-75.0718461
Harvard U.,Private,MA,Fully online,31566.0,1623,42.3770029,-71.11666009999999
Harvey Mudd College,Private,CA,TBD,902.0,1903,34.1057394,-117.7095541
Haskell Indian Nations U.,Public,KS,Fully online,733.0,556,38.938797,-95.2328993
Hastings College,Private,NE,TBD,1080.0,1077,40.59067050000001,-98.3745939
Haverford College,Private,PA,Hybrid,1310.0,1562,40.00932419999999,-75.3076619
Hawaii Pacific U.,Private,HI,Primarily in person,4086.0,191,21.3067033,-157.8654012
Hawkeye Community College,Public,IA,Primarily online,5263.0,2246,42.4303225,-92.32826469999999
Haywood Community College,Public,NC,TBD,1627.0,493,35.525938,-82.927916
Hazard Community and Technical College,Public,KY,Hybrid,3185.0,695,37.2330322,-83.175148
Heartland Community College,Public,IL,Primarily online,5063.0,324,40.5344156,-89.0121075
Hebrew Theological College,Private,IL,TBD,167.0,2043,42.0108542,-87.760724
Heidelberg U.,Private,OH,Primarily in person,1219.0,276,41.1163289,-83.16806439999999
Hellenic College-Holy Cross Greek Orthodox School of Theology,Private,MA,TBD,154.0,1481,42.3172451,-71.12888029999999
Helms College,Private,GA,TBD,304.0,2052,33.515248,-82.05786599999999
Henderson Community College,Public,KY,Hybrid,1586.0,700,37.7971248,-87.65244829999999
Henderson State U.,Public,AR,Primarily online,3961.0,688,34.1308101,-93.05912339999999
Hendrix College,Private,AR,TBD,1208.0,983,35.1022834,-92.4386825
Hennepin Technical College,Public,MN,Primarily online,4762.0,1440,45.0968573,-93.3976883
Henry Ford College,Public,MI,TBD,12219.0,1546,42.3241794,-83.23754939999999
Heritage Bible College,Private,NC,Other,32.0,875,35.30729,-78.6644479
Heritage Christian U.,Private,AL,TBD,78.0,1146,34.8561377,-87.66297490000001
Heritage U. (Wash.),Private,WA,TBD,980.0,4018,46.373833,-120.3947462
Herkimer County Community College,Public,NY,Hybrid,2398.0,386,43.0322822,-75.0062459
Herzing U. at Atlanta,Private,GA,TBD,762.0,1769,33.7543349,-84.3868116
Herzing U. at Birmingham (Ala.),Private,AL,TBD,571.0,1798,33.468634,-86.83257259999999
Herzing U. at Brookfield (Wis.),Private,WI,TBD,411.0,918,43.0356753,-88.111076
Herzing U. at Kenner (La.),Private,LA,Fully online,454.0,3320,30.0193017,-90.1557893
Herzing U. at Kenosha (Wis.),Private,WI,TBD,443.0,1470,42.6037965,-87.85750759999999
Herzing U. at Madison (Wis.),Private,WI,TBD,2140.0,792,43.1440979,-89.2917184
Herzing U. at Minneapolis,Private,MN,Primarily online,438.0,1440,44.9751149,-93.40500759999999
Herzing U. at Toldeo (Ohio),Private,OH,TBD,90.0,1122,41.63919569999999,-83.6654131
Herzing U. at Winter Park (Fla.),Private,FL,TBD,548.0,1459,28.6157132,-81.312692
Hesston College,Private,KS,Primarily in person,419.0,478,38.1355009,-97.4317152
Hibbing Community College,Public,MN,Primarily online,1118.0,213,47.422326,-92.921915
High Point U.,Private,NC,Fully in person,5137.0,995,35.9721829,-79.99517000000002
Highland Community College (Ill.),Public,IL,TBD,1596.0,698,42.2827894,-89.67325439999999
Highland Community College (Kan.),Public,KS,TBD,3109.0,543,39.85998800000001,-95.27158639999999
Highlands College of Montana Tech,Public,MT,TBD,739.0,190,45.9377733,-112.5104615
Highline College,Public,WA,Fully online,6530.0,717,47.38833469999999,-122.3017666
Hilbert College,Private,NY,Primarily in person,764.0,932,42.7536002,-78.82143429999999
Hill College,Public,TX,Primarily online,4447.0,870,32.3280622,-97.43631789999999
Hillsborough Community College,Public,FL,Primarily online,23183.0,2184,28.0269108,-82.10318339999999
Hinds Community College,Public,MS,TBD,12521.0,2155,32.2538204,-90.41345539999999
Hiram College,Private,OH,TBD,1255.0,437,41.3107999,-81.14399879999999
Hiwassee College,Private,TN,Other,253.0,776,35.5590295,-84.36536819999999
Hobart and William Smith Colleges,Private,NY,Hybrid,2241.0,319,42.8572633,-76.987228
Hobe Sound Bible College,Private,FL,TBD,220.0,2308,27.0662435,-80.1319216
Hocking College,Public,OH,TBD,3462.0,522,39.4440358,-82.221295
Hodges U.,Private,FL,TBD,1051.0,2675,26.6113841,-81.82172469999999
Hofstra U.,Private,NY,Primarily in person,10871.0,3194,40.7166872,-73.5993965
Hollins U.,Private,VA,Primarily in person,805.0,478,37.3561559,-79.9423778
Holmes Community College,Public,MS,Primarily online,5678.0,4664,32.9704992,-89.91714669999999
Holy Apostles College and Seminary,Private,CT,Other,546.0,843,41.606963,-72.6467043
Holy Cross College,Private,IN,Primarily in person,499.0,1157,41.6992582,-86.25322159999999
Holy Family U.,Private,PA,Hybrid,3089.0,1644,40.0609234,-74.9873319
Holy Names U.,Private,CA,Fully online,960.0,701,37.8022772,-122.1866096
Holyoke Community College,Public,MA,Primarily online,5206.0,1592,42.1952603,-72.6527328
Homestead Schools,Private,CA,TBD,197.0,1903,33.809088,-118.350134
Hood College,Private,MD,Hybrid,2005.0,1207,39.421277,-77.4197927
Hope College,Private,MI,Primarily in person,3149.0,609,42.7872057,-86.1016175
Hope International U.,Private,CA,Hybrid,1253.0,1182,33.876788,-117.8854268
Hopkinsville Community College,Public,KY,Hybrid,2748.0,657,36.882565,-87.48832949999999
Horizon U.,Private,IN,TBD,69.0,1557,37.7759524,-92.6801249
Horry-Georgetown Technical College,Public,SC,Primarily in person,6788.0,2521,33.7949964,-79.00298450000001
Hostos Community College-City U. of New York,Public,NY,TBD,7331.0,3455,40.8174059,-73.92719079999999
Houghton College,Private,NY,Primarily in person,1001.0,157,42.4259685,-78.15526609999999
Housatonic Community College,Public,CT,Primarily online,5012.0,1884,41.17538529999999,-73.1913907
Houston Baptist U.,Private,TX,Hybrid,3432.0,1585,29.6951812,-95.5154153
Houston Community College,Public,TX,Primarily online,57200.0,1585,29.7802884,-95.2574827
Howard College,Public,TX,Hybrid,4485.0,428,32.2505661,-101.4511284
Howard Community College,Public,MD,Primarily online,9211.0,1149,39.214008,-76.87942629999999
Howard Payne U.,Private,TX,Primarily in person,1027.0,928,31.7157809,-98.9873303
Howard U.,Private,DC,Primarily in person,9139.0,1793,38.9226843,-77.0194377
Hudson County Community College,Public,NJ,Primarily online,8408.0,2918,40.73108510000001,-74.0627864
Hudson Valley Community College,Public,NY,Primarily online,10896.0,462,42.6963136,-73.6824824
Hult International Business School at Boston,Private,MA,Hybrid,3065.0,1623,42.3699367,-71.0707329
Humboldt State U.,Public,CA,Primarily online,7972.0,172,40.8747332,-124.0789268
Huntingdon College,Private,AL,Fully in person,1081.0,2773,32.3505627,-86.28622949999999
Huntington U.,Private,IN,Primarily in person,1302.0,324,40.8981885,-85.4991512
Huntsville Bible College,Private,AL,TBD,128.0,1407,34.749635,-86.595258
Husson U.,Private,ME,Primarily online,3761.0,98,44.8277943,-68.7936927
Huston-Tillotson U.,Private,TX,Fully online,1119.0,1724,30.2645512,-97.7223212
Hutchinson Community College and Area Vocational School,Public,KS,Primarily in person,5574.0,363,38.068019,-97.920531
Idaho State U.,Public,ID,Primarily in person,12363.0,355,42.8627836,-112.429762
Ilisagvik College,Public,AK,Other,335.0,133,71.3249356,-156.6804294
Illinois Central College,Public,IL,Primarily online,8875.0,276,40.706181,-89.52445499999999
Illinois College,Private,IL,TBD,983.0,569,39.7311064,-90.2463073
Illinois Institute of Technology,Private,IL,Hybrid,6753.0,2043,41.8348731,-87.6270059
Illinois State U.,Public,IL,Hybrid,20635.0,324,40.5085834,-88.9912468
Illinois Valley Community College,Public,IL,TBD,2958.0,467,41.3073747,-89.1006874
Illinois Wesleyan U.,Private,IL,Primarily online,1693.0,324,40.490892,-88.99051519999999
Immaculata U.,Private,PA,Primarily in person,2448.0,946,40.027988,-75.5706994
Imperial Valley College,Public,CA,Primarily online,8340.0,5221,32.8283376,-115.5035534
Independence Community College,Public,KS,TBD,910.0,425,37.1947118,-95.7193149
Independence U.,Private,UT,Fully online,10095.0,1044,40.6843244,-111.8699469
Indian Hills Community College,Public,IA,Primarily online,3918.0,2367,41.044962,-92.394464
Indian River State College,Public,FL,Hybrid,16686.0,1705,27.416233,-80.3690621
Indiana Institute of Technology-College of Professions Studies,Private,IN,Primarily online,4714.0,976,41.077818,-85.116851
Indiana State U.,Public,IN,Primarily in person,13044.0,435,39.4714449,-87.40827519999999
Indiana Tech,Private,IN,Primarily online,2218.0,976,41.077818,-85.116851
Indiana U. at Bloomington,Public,IN,Primarily online,43503.0,470,39.1754487,-86.512627
Indiana U. at Kokomo,Public,IN,Primarily online,3123.0,976,40.4594451,-86.13165509999999
Indiana U. at South Bend,Public,IN,TBD,5214.0,1157,41.6622956,-86.21971830000001
Indiana U. East,Public,IN,TBD,3722.0,473,39.8683383,-84.88088309999999
Indiana U. Northwest,Public,IN,Primarily online,3959.0,1459,41.5568315,-87.3375312
Indiana U. of Pennsylvania,Public,PA,Hybrid,11483.0,317,40.6140124,-79.16146690000001
Indiana U. Southeast,Public,IN,TBD,5144.0,891,38.3449041,-85.819778
Indiana U.-Purdue U. at Indianapolis,Public,IN,TBD,29579.0,1557,39.7743174,-86.1764194
Indiana Wesleyan U.,Private,IN,TBD,3188.0,741,40.5169946,-85.6626462
Indiana Wesleyan U.-National and Global,Private,IN,TBD,10614.0,741,40.5169946,-85.6626462
Institute of American Indian Arts,Public,NM,Primarily online,589.0,400,35.5870222,-106.0087154
International Baptist College and Seminary,Private,AZ,Fully in person,78.0,2828,33.2755209,-111.8797748
Inver Hills Community College,Public,MN,Primarily online,4264.0,943,44.8281474,-93.0542162
Iona College,Private,NY,Other,3926.0,3716,40.92515179999999,-73.78856290000002
Iowa Central Community College,Public,IA,Primarily in person,5390.0,1934,42.4903322,-94.20403619999999
Iowa Lakes Community College,Public,IA,TBD,2051.0,1864,43.3973064,-94.8174126
Iowa State U.,Public,IA,Primarily in person,34992.0,1139,42.0266573,-93.64645159999999
Iowa Wesleyan U.,Private,IA,TBD,616.0,557,40.9729533,-91.5526513
Iowa Western Community College,Public,IA,Hybrid,5962.0,1290,41.272829,-95.801108
Irvine Valley College,Public,CA,Fully online,13052.0,1182,33.6754033,-117.77773
Isothermal Community College,Public,NC,TBD,1941.0,965,35.3377898,-81.91370169999999
Itasca Community College,Public,MN,Primarily in person,1195.0,285,47.2415549,-93.4954985
Itawamba Community College,Public,MS,Primarily online,4930.0,1308,34.276794,-88.412234
Ithaca College,Private,NY,Primarily in person,6517.0,223,42.421658,-76.498564
Ivy Tech Community College of Indiana,Public,IN,Primarily in person,72006.0,1557,39.0924828,-84.8466298
J. Sargeant Reynolds Community College,Public,VA,Primarily online,8737.0,1108,37.6375208,-77.4730666
J.F. Drake State Technical College,Public,AL,TBD,831.0,1407,34.7717663,-86.573315
J.F. Ingram State Technical College,Public,AL,TBD,443.0,2026,32.5818962,-86.3911126
Jackson College (Mich.),Public,MI,Fully online,5083.0,430,42.1637872,-84.4049441
Jackson State Community College,Public,TN,TBD,4862.0,910,35.2153,-88.2463439
Jackson State U.,Public,MS,Primarily online,7250.0,2155,32.2968851,-90.2064252
Jacksonville College (Tex.),Private,TX,TBD,511.0,1509,31.9658653,-95.28130100000001
Jacksonville State U.,Public,AL,Primarily online,8479.0,1373,33.8230953,-85.7681921
Jacksonville U.,Private,FL,Primarily in person,4213.0,2344,30.3530584,-81.6066798
James A. Rhodes State College,Public,OH,Hybrid,4002.0,623,40.7357115,-84.02506059999999
James Madison U.,Public,VA,Primarily in person,21751.0,1963,38.435092,-78.8697548
James Sprunt Community College,Public,NC,TBD,1113.0,3280,34.9469494,-77.9770461
Jamestown Community College,Public,NY,Primarily online,4476.0,179,42.1159682,-79.2200873
Jarvis Christian College,Private,TX,Fully online,964.0,664,32.5891917,-95.1797935
Jefferson College,Public,MO,Primarily online,4432.0,604,38.2592746,-90.5597306
Jefferson College of Health Sciences,Private,VA,Primarily online,1128.0,906,37.266093,-79.93954099999999
Jefferson Community and Technical College,Public,KY,Hybrid,11699.0,930,38.2461568,-85.7531662
Jefferson Community College,Public,NY,Primarily online,3277.0,117,43.992231,-75.934691
Jefferson State Community College,Public,AL,Primarily online,9078.0,1798,33.3855846,-86.7334231
Jewish Theological Seminary of America,Private,NY,TBD,336.0,1872,40.8118248,-73.9600179
John A. Gupton College,Private,TN,TBD,168.0,2825,36.1565262,-86.7947202
John A. Logan College,Public,IL,TBD,4040.0,489,37.7484016,-89.0911838
John Brown U.,Private,AR,TBD,2516.0,1748,36.1905358,-94.559179
John Carroll U.,Private,OH,Hybrid,3555.0,1009,41.490507,-81.5293129
John F. Kennedy U.,Private,CA,Other,975.0,703,37.9567523,-122.0546361
John Paul the Great Catholic U.,Private,CA,Primarily in person,308.0,905,33.1208189,-117.0823938
John Tyler Community College,Public,VA,Primarily online,10144.0,1184,37.34660909999999,-77.40779739999999
John Wood Community College,Public,IL,TBD,1924.0,638,39.913793,-91.3364
Johns Hopkins U.,Private,MD,Hybrid,26152.0,1883,39.3299013,-76.6205177
Johnson & Wales U. (Fla.),Private,FL,TBD,1361.0,4518,25.8939157,-80.1649692
Johnson & Wales U. (R.I.),Private,RI,Primarily in person,7360.0,2293,41.8197902,-71.4130203
Johnson & Wales U. at Charlotte (N.C.),Private,NC,TBD,1681.0,1979,35.2332594,-80.8506112
Johnson & Wales U. at Denver,Private,CO,Primarily online,1008.0,1410,39.745656,-104.9053429
Johnson & Wales U.-Online,Private,RI,Fully online,1508.0,2293,41.825022,-71.4245509
Johnson C. Smith U.,Private,NC,Fully online,1565.0,1979,35.2433851,-80.85579349999999
Johnson College,Private,PA,Primarily online,428.0,899,41.449349,-75.641074
Johnson County Community College,Public,KS,Primarily in person,18373.0,867,38.9234993,-94.73062449999999
Johnson State College,Public,VT,Primarily in person,2590.0,166,44.6414254,-72.6714559
Johnson U.,Private,TN,Fully in person,1088.0,861,35.936694,-83.749959
Johnson U. Florida,Private,FL,Primarily online,204.0,2594,28.3024838,-81.3626275
Johnston Community College,Public,NC,Hybrid,4047.0,1599,35.5020519,-78.33104569999999
Joliet Junior College,Public,IL,Primarily online,14726.0,1248,41.500374,-88.17894600000001
Jones College,Public,MS,Primarily in person,4496.0,2578,31.5949078,-89.20072610000001
Jones Technical Institute,Private,FL,TBD,307.0,2344,30.208164,-81.561636
Judson College (Ala.),Private,AL,TBD,268.0,4754,32.6306601,-87.3158296
Judson U. (Ill.),Private,IL,TBD,1256.0,1733,42.0598923,-88.2901334
Juilliard School,Private,NY,Primarily online,942.0,1872,40.77375869999999,-73.98282859999999
Juniata College,Private,PA,Hybrid,1433.0,634,40.5001397,-78.01589779999999
Kalamazoo College,Private,MI,Hybrid,1467.0,591,42.290035,-85.598145
Kalamazoo Valley Community College,Public,MI,Primarily online,8069.0,591,42.2263148,-85.6814503
Kankakee Community College,Public,IL,Primarily online,2822.0,1516,41.0985076,-87.8504829
Kansas Christian College,Private,KS,TBD,151.0,867,38.9952185,-94.6663425
